disease_name,disease_id
dilated cardiomyopathy 1R,DOID:0110456
dilated cardiomyopathy 1U,DOID:0110455
dilated cardiomyopathy 1S,DOID:0110454
dilated cardiomyopathy 1FF,DOID:0110459
dilated cardiomyopathy 1BB,DOID:0110458
neuromyelitis optica,DOID:8869
bone deterioration disease,DOID:0080007
bone remodeling disease,DOID:0080005
familial cold autoinflammatory syndrome,DOID:0090061
Wolcott-Rallison syndrome,DOID:0090060
familial cold autoinflammatory syndrome 1,DOID:0090062
familial cold autoinflammatory syndrome 3,DOID:0090064
Fuhrmann syndrome,DOID:0090067
trachoma,DOID:11265
giant axonal neuropathy 2,DOID:0090069
giant axonal neuropathy 1,DOID:0090068
familial combined hyperlipidemia,DOID:13809
acne,DOID:6543
colitis,DOID:0060180
collagenous colitis,DOID:0060183
angiomatous meningioma,DOID:6548
osteomyelitis,DOID:1019
Johanson-Blizzard syndrome,DOID:14694
galactokinase deficiency,DOID:14695
Smith-Lemli-Opitz syndrome,DOID:14692
Clouston syndrome,DOID:14693
thrombocytopenia-absent radius syndrome,DOID:14699
mandibulofacial dysostosis with alopecia,DOID:0060365
Galloway-Mowat syndrome 1,DOID:0060364
Parkinson's disease 1,DOID:0060367
Hennekam syndrome,DOID:0060366
punctate palmoplantar keratoderma,DOID:0060361
glycerol kinase deficiency,DOID:0060363
Parkinson's disease 6,DOID:0060369
Parkinson's disease 2,DOID:0060368
spinocerebellar ataxia type 31,DOID:0050980
Nasu-Hakola disease,DOID:0090112
Sorsby's fundus dystrophy,DOID:0090114
esophageal cancer,DOID:5041
medulloepithelioma,DOID:4790
"GM2 gangliosidosis, AB variant",DOID:4795
ependymoblastoma,
myotonic dystrophy type 2,DOID:0050759
metabolic acidosis,DOID:0050758
cerebellar ataxia,DOID:0050753
amyotrophic lateral sclerosis type 8,DOID:0050752
deafness-dystonia-optic neuronopathy syndrome,DOID:0050757
ataxia with oculomotor apraxia type 2,
ataxia with oculomotor apraxia type 1,DOID:0050754
ocular motility disease,DOID:1279
respiratory syncytial virus infectious disease,DOID:1273
telangiectasis,DOID:1272
hereditary hemorrhagic telangiectasia,DOID:1270
acute necrotizing encephalitis,DOID:5222
infertility,DOID:5223
ovarian sex-cord stromal tumor,DOID:0080369
Fanconi anemia complementation group D1,DOID:0111089
Fanconi anemia complementation group F,DOID:0111088
Fanconi anemia complementation group D2,DOID:0111083
Fanconi anemia complementation group L,DOID:0111082
Fanconi anemia complementation group T,DOID:0111081
Fanconi anemia complementation group V,DOID:0111080
Fanconi anemia complementation group C,DOID:0111087
Fanconi anemia complementation group G,DOID:0111086
Fanconi anemia complementation group U,DOID:0111085
Fanconi anemia complementation group E,DOID:0111084
melanoma,DOID:1909
tooth resorption,DOID:13240
Behcet's disease,DOID:13241
X-linked Aarskog syndrome,DOID:6683
spondylolisthesis,DOID:6682
panuveitis,DOID:12030
parathyroid gland benign neoplasm,DOID:60008
pituitary gland benign neoplasm,DOID:60009
dermatofibrosarcoma protuberans,DOID:3507
malignant cystadenoma,DOID:60004
ampulla of Vater adenocarcinoma,DOID:3502
pulmonary artery disease,DOID:60001
primary autosomal recessive microcephaly 13,DOID:0070283
primary autosomal recessive microcephaly 8,DOID:0070282
primary autosomal recessive microcephaly 19,DOID:0070281
primary autosomal recessive microcephaly 5,DOID:0070280
primary autosomal recessive microcephaly 11,DOID:0070287
primary autosomal recessive microcephaly 3,DOID:0070286
primary autosomal recessive microcephaly 1,DOID:0070285
primary autosomal recessive microcephaly 12,DOID:0070284
Bardet-Biedl syndrome 8,DOID:0110130
Bardet-Biedl syndrome 9,DOID:0110131
primary autosomal recessive microcephaly 16,DOID:0070289
primary autosomal recessive microcephaly 17,DOID:0070288
Bardet-Biedl syndrome 12,DOID:0110134
Bardet-Biedl syndrome 13,DOID:0110135
Bardet-Biedl syndrome 14,DOID:0110136
Bardet-Biedl syndrome 15,DOID:0110137
dihydropyrimidinase deficiency,DOID:0111629
DOORS syndrome,DOID:0111627
D-glyceric aciduria,DOID:0111626
ventriculomegaly - cystic kidney disease,DOID:0111625
ACTH-independent macronodular adrenal hyperplasia 2,DOID:0111624
ACTH-independent macronodular adrenal hyperplasia 1,DOID:0111623
ACTH-independent macronodular adrenal hyperplasia,DOID:0111622
Temtamy syndrome,DOID:0111621
corneal dystrophy-perceptive deafness syndrome,DOID:0111620
autosomal recessive cutis laxa type IC,DOID:0070139
autosomal recessive cutis laxa type IIIB,DOID:0070138
infantile myofibromatosis,DOID:0080109
myoglobinuria,DOID:0080108
autosomal dominant cutis laxa 3,DOID:0070131
microcephaly and chorioretinopathy 2,DOID:0080106
microcephaly and chorioretinopathy 1,DOID:0080105
autosomal recessive cutis laxa type IIIA,DOID:0070132
Fanconi anemia,DOID:13636
autosomal recessive cutis laxa type IIB,DOID:0070137
congenital myopathy,DOID:0081337
congenital myopathy,DOID:0080100
congenital myasthenic syndrome 16,DOID:0110682
congenital myasthenic syndrome 18,DOID:0110683
congenital myasthenic syndrome 2C,DOID:0110680
chickenpox,DOID:8659
"Hodgkin's lymphoma, mixed cellularity",DOID:8654
pilomyxoid astrocytoma,DOID:4845
subependymal glioma,DOID:4843
congenital stationary night blindness 1E,DOID:0110869
Hajdu-Cheney syndrome,DOID:2736
benign giant cell tumor,DOID:200
connective tissue cancer,DOID:201
tricuspid valve prolapse,DOID:5644
vulva squamous cell carcinoma,DOID:2101
myotonia congenita,DOID:2106
autoimmune lymphoproliferative syndrome,DOID:6688
hemarthrosis,DOID:801
leukodystrophy,DOID:10579
ascariasis,DOID:456
salivary gland disease,DOID:10854
myotonic disease,DOID:450
calcium metabolism disease,DOID:10575
homocarnosinosis,DOID:0060177
hypomyelinating leukodystrophy 6,DOID:0060798
syndromic X-linked intellectual disability Lubs type,DOID:0060799
hypomyelinating leukodystrophy 7,DOID:0060794
hypomyelinating leukodystrophy 13,DOID:0060795
hypomyelinating leukodystrophy 8,DOID:0060797
hypomyelinating leukodystrophy 3,DOID:0060790
hypomyelinating leukodystrophy 9,DOID:0060791
hypomyelinating leukodystrophy 11,DOID:0060792
hypomyelinating leukodystrophy 5,DOID:0060793
cystic fibrosis,DOID:1485
gingival disease,DOID:1483
autosomal recessive nonsyndromic deafness 101,DOID:0110462
autosomal recessive nonsyndromic deafness 102,DOID:0110463
advanced sleep phase syndrome 3,DOID:0110013
advanced sleep phase syndrome 2,DOID:0110012
advanced sleep phase syndrome 1,DOID:0110011
SATB2-associated syndrome,DOID:0060428
chromosomal duplication syndrome,DOID:0060429
chromosome 4q21 deletion syndrome,DOID:0060420
chromosome 19p13.13 deletion syndrome,DOID:0060426
age related macular degeneration 2,DOID:0110015
patterned macular dystrophy 3,DOID:0060865
hypomyelinating leukodystrophy 12,DOID:0060796
Newfoundland cone-rod dystrophy,DOID:0111015
congenital stationary night blindness 1H,DOID:0110866
hereditary spherocytosis type 1,DOID:0110916
infantile hypophosphatasia,DOID:0110914
childhood hypophosphatasia,DOID:0110915
leukocyte adhesion deficiency 3,DOID:0110912
adult hypophosphatasia,DOID:0110913
leukocyte adhesion deficiency 1,DOID:0110910
dengue disease,DOID:12205
dengue hemorrhagic fever,DOID:12206
central sleep apnea,DOID:9220
microcystic meningioma,DOID:4594
malignant teratoma,DOID:5563
ovarian germ cell teratoma,DOID:5567
mature teratoma,DOID:5566
Wolfram syndrome 2,DOID:0110630
Nelson syndrome,DOID:4968
neurotic disorder,DOID:4964
bone marrow cancer,DOID:4960
bone marrow disease,DOID:4961
transient myeloproliferative syndrome,DOID:0060888
prune belly syndrome,DOID:0060889
renal hypomagnesemia 3,DOID:0060880
renal hypomagnesemia 5 with ocular involvement,DOID:0060881
renal hypomagnesemia 4,DOID:0060882
intestinal hypomagnesemia 1,DOID:0060883
renal hypomagnesemia 6,DOID:0060884
renal hypomagnesemia 2,DOID:0060885
osteopathia striata with cranial sclerosis,DOID:0060886
ossification of the posterior longitudinal ligament of spine,DOID:0060887
alternating exotropia,DOID:1142
complement factor I deficiency,DOID:0050419
autosomal dominant hypophosphatemic rickets,DOID:0050948
autosomal recessive hypophosphatemic rickets,DOID:0050949
Charlevoix-Saguenay spastic ataxia,DOID:0050946
hereditary hypophosphatemic rickets with hypercalciuria,DOID:0050947
spastic ataxia 5,DOID:0050944
spastic ataxia 3,DOID:0050942
spastic ataxia 4,DOID:0050943
spastic ataxia 2,DOID:0050941
developmental and epileptic encephalopathy 31A,DOID:0080437
developmental and epileptic encephalopathy 4,DOID:0080436
anemia,DOID:2355
iron metabolism disease,DOID:2351
progressive familial intrahepatic cholestasis 3,DOID:0070223
hemochromatosis,DOID:2352
progressive familial intrahepatic cholestasis 2,DOID:0070222
blepharospasm,DOID:529
central nervous system vasculitis,DOID:525
clear cell meningioma,DOID:4210
human immunodeficiency virus infectious disease,DOID:526
blepharocheilodontic syndrome,DOID:0080344
malignant pheochromocytoma,DOID:0080347
blepharocheilodontic syndrome 2,DOID:0080346
essential tremor 5,DOID:0111432
optic atrophy 3,DOID:0111433
essential tremor 4,DOID:0111431
optic atrophy 11,DOID:0111436
optic atrophy 7,DOID:0111437
optic atrophy 10,DOID:0111434
optic atrophy 6,DOID:0111435
optic atrophy 5,DOID:0111438
trypanosomiasis,DOID:10113
sleeping sickness,DOID:10112
hiatus hernia,DOID:12642
skin disease,DOID:37
disseminated intravascular coagulation,DOID:11247
vitamin K deficiency bleeding,DOID:11249
autosomal recessive nonsyndromic deafness 21,DOID:0110479
dentatorubral-pallidoluysian atrophy,DOID:0060162
Kennedy's disease,DOID:0060161
autosomal recessive nonsyndromic deafness 16,DOID:0110471
autosomal recessive nonsyndromic deafness 15,DOID:0110470
autosomal recessive nonsyndromic deafness 18A,DOID:0110473
Cor pulmonale,DOID:8515
hypoactive sexual desire disorder,DOID:13868
autosomal recessive nonsyndromic deafness 1B,DOID:0110476
fibrodysplasia ossificans progressiva,DOID:13374
complement component 9 deficiency,DOID:0060303
type II complement component 8 deficiency,DOID:0060302
type I complement component 8 deficiency,DOID:0060301
complement component 7 deficiency,DOID:0060300
autosomal dominant intellectual developmental disorder,DOID:0060307
Meier-Gorlin syndrome,DOID:0060306
megalocornea,DOID:0060305
dyschromatosis universalis hereditaria,DOID:0060304
syndromic X-linked intellectual disability,DOID:0060309
autosomal recessive intellectual developmental disorder,DOID:0060308
mitochondrial complex III deficiency nuclear type 5,DOID:0080114
congenital disorder of glycosylation type IIp,DOID:0070268
mitochondrial complex III deficiency nuclear type 6,DOID:0080115
kidney failure,DOID:1074
primary open angle glaucoma,DOID:1070
renal hypertension,DOID:1073
congenital mesoblastic nephroma,DOID:4773
rapidly progressive glomerulonephritis,DOID:4776
proliferative glomerulonephritis,DOID:4778
head and neck cancer,DOID:11934
pheochromocytoma,DOID:0050771
polycystic liver disease,DOID:0050770
paraganglioma,DOID:0050773
spastic ataxia 1,DOID:0050772
schneckenbecken dysplasia,DOID:0050775
rapadilino syndrome,DOID:0050774
Joubert syndrome,DOID:0050777
hydrolethalus syndrome,DOID:0050779
Meckel syndrome,DOID:0050778
autoimmune gastritis,DOID:0040090
uveal cancer,DOID:3479
esophagus squamous cell carcinoma,DOID:3748
hypermethioninemia,DOID:0050544
porphyria,DOID:13268
hereditary coproporphyria,DOID:13269
supravalvular aortic stenosis,DOID:1929
Williams-Beuren syndrome,DOID:1928
sphingolipidosis,DOID:1927
Gaucher's disease,DOID:1926
Coffin-Siris syndrome,DOID:1925
hypogonadism,DOID:1924
disorder of sexual development,DOID:1923
Klinefelter syndrome,DOID:1921
hyperuricemia,DOID:1920
visceral heterotaxy,DOID:0050545
meningioma,DOID:3565
vaccinia,DOID:3298
autoimmune lymphoproliferative syndrome type 2B,DOID:0110116
autoimmune lymphoproliferative syndrome type 4,DOID:0110117
atrial heart septal defect 9,DOID:0110114
autoimmune lymphoproliferative syndrome type 2A,DOID:0110115
atrial heart septal defect 7,DOID:0110112
atrial heart septal defect 8,DOID:0110113
atrial heart septal defect 5,DOID:0110110
atrial heart septal defect 6,DOID:0110111
Leber congenital amaurosis 16,DOID:0110118
autoimmune lymphoproliferative syndrome type 3,DOID:0110119
fatal infantile hypertonic myofibrillar myopathy,DOID:0080309
distal arthrogryposis type 2A,DOID:0111605
Freeman-Sheldon syndrome,DOID:0111604
distal arthrogryposis type 3,DOID:0111607
distal arthrogryposis type 2B2,DOID:0111601
hereditary spherocytosis type 3,DOID:0110918
distal arthrogryposis type 7,DOID:0111603
distal arthrogryposis type 2B3,DOID:0111602
hereditary spherocytosis type 4,DOID:0110919
distal arthrogryposis type 5,DOID:0111608
mitochondrial DNA depletion syndrome 6,DOID:0080125
mitochondrial DNA depletion syndrome 5,DOID:0080124
mitochondrial DNA depletion syndrome 8a,DOID:0080127
mitochondrial DNA depletion syndrome 7,DOID:0080126
mitochondrial DNA depletion syndrome 3,DOID:0080121
mitochondrial DNA depletion syndrome 2,DOID:0080120
mitochondrial DNA depletion syndrome 4b,DOID:0080123
Alpers-Huttenlocher syndrome,DOID:0080122
myofibrillar myopathy 8,DOID:0080308
mitochondrial DNA depletion syndrome 11,DOID:0080129
mitochondrial DNA depletion syndrome 9,DOID:0080128
perinatal necrotizing enterocolitis,DOID:8677
eating disorder,DOID:8670
nasal cavity disease,DOID:2163
thrombophlebitis,DOID:3875
purine-pyrimidine metabolic disorder,DOID:653
age related macular degeneration,DOID:10871
Raynaud disease,DOID:10300
Kuhnt-Junius degeneration,DOID:10873
adenoma,DOID:657
adrenal adenoma,DOID:656
inherited metabolic disorder,DOID:655
overnutrition,DOID:654
myofibrillar myopathy,DOID:0080307
congestive heart failure,DOID:6000
esophageal varix,DOID:112
arthropathy,DOID:381
heart disease,DOID:114
Wolff-Parkinson-White syndrome,DOID:384
heart cancer,DOID:117
epithelial and subepithelial dystrophy,DOID:0060440
epithelial-stromal TGFBI dystrophy,DOID:0060441
stromal dystrophy,DOID:0060442
corneal endothelial dystrophy,DOID:0060443
granular corneal dystrophy 2,DOID:0060444
congenital stromal corneal dystrophy,DOID:0060445
epithelial basement membrane dystrophy,DOID:0060447
Fleck corneal dystrophy,DOID:0060448
gelatinous drop-like corneal dystrophy,DOID:0060449
root resorption,DOID:14550
primary pulmonary hypertension,DOID:14557
congenital disorder of glycosylation type IIl,DOID:0070264
shipyard eye,DOID:13014
Plica syndrome,DOID:12225
Pallister-Hall syndrome,DOID:9248
cerebral amyloid angiopathy,DOID:9246
Alagille syndrome,DOID:9245
erythromelalgia,DOID:9240
lymphoma,DOID:0060058
pancreatic gastrinoma,DOID:5580
hereditary spastic paraplegia 28,DOID:0110779
fibrillary astrocytoma,DOID:6726
alcoholic pancreatitis,DOID:4988
echolalia,DOID:4188
mutism,DOID:4189
choledochal cyst,DOID:899
autosomal dominant polycystic kidney disease,DOID:898
pseudopseudohypoparathyroidism,DOID:4183
metal metabolism disorder,DOID:896
articulation disorder,DOID:4186
mitochondrial encephalomyopathy,DOID:890
pseudohypoparathyroidism,DOID:4184
Frasier syndrome,DOID:0050438
Usher syndrome,DOID:0050439
fatal familial insomnia,DOID:0050433
multiple endocrine neoplasia type 2A,DOID:0050430
arrhythmogenic right ventricular cardiomyopathy,DOID:0050431
mulibrey nanism,DOID:0050436
Danon disease,DOID:0050437
Andersen-Tawil syndrome,DOID:0050434
multiple sclerosis,DOID:2377
relapsing-remitting multiple sclerosis,DOID:2378
smooth muscle cancer,DOID:4230
histiocytoma,DOID:4231
extraosseous Ewing sarcoma,DOID:4232
clear cell sarcoma,DOID:4233
spindle cell sarcoma,DOID:4235
carcinosarcoma,DOID:4236
alveolar soft part sarcoma,DOID:4239
inflammatory myofibroblastic tumor,DOID:0050905
classic galactosemia,DOID:0111459
progressive myoclonus epilepsy 9,DOID:0111450
progressive myoclonus epilepsy 8,DOID:0111451
progressive myoclonus epilepsy 1A,DOID:0111452
2-aminoadipic 2-oxoadipic aciduria,DOID:0111453
SHORT syndrome,DOID:0111454
GRACILE syndrome,DOID:0111455
Kaufman oculocerebrofacial syndrome,DOID:0111456
STING-associated vasculopathy with onset in infancy,DOID:0111457
inverted papilloma,DOID:3179
urinary system disease,DOID:18
integumentary system disease,DOID:16
musculoskeletal system disease,DOID:17
reproductive system disease,DOID:15
autosomal dominant intellectual developmental disorder 44,DOID:0070074
autosomal dominant intellectual developmental disorder 40,DOID:0070070
autosomal dominant intellectual developmental disorder 41,DOID:0070071
autosomal dominant intellectual developmental disorder 42,DOID:0070072
autosomal dominant intellectual developmental disorder 43,DOID:0070073
peripheral nervous system disease,DOID:574
mucopolysaccharidosis II,DOID:12799
mucopolysaccharidosis,DOID:12798
Burkitt lymphoma,DOID:8584
gastric cardia adenocarcinoma,DOID:6271
autosomal recessive nonsyndromic deafness 39,DOID:0110497
autosomal recessive nonsyndromic deafness 37,DOID:0110495
autosomal recessive nonsyndromic deafness 36,DOID:0110494
autosomal recessive nonsyndromic deafness 35,DOID:0110493
autosomal recessive nonsyndromic deafness 33,DOID:0110492
autosomal recessive nonsyndromic deafness 32,DOID:0110491
reticulosarcoma,DOID:8538
herpes zoster,DOID:8536
gastroesophageal reflux disease,DOID:8534
autosomal recessive nonsyndromic deafness 4,DOID:0110498
chordoma,DOID:3302
autosomal dominant intellectual developmental disorder 56,DOID:0080226
lattice corneal dystrophy,DOID:8943
mixed germ cell cancer,DOID:3306
ectopic pregnancy,DOID:0060329
anal fistula,DOID:0060328
umbilical hernia,DOID:0060321
inguinal hernia,DOID:0060320
mastoiditis,DOID:0060322
dental abscess,DOID:0060324
omphalocele,DOID:0060327
myelomeningocele,DOID:0060326
autosomal dominant intellectual developmental disorder 55,DOID:0080227
autosomal dominant dystrophic epidermolysis bullosa,DOID:0080224
seborrheic keratosis,DOID:6498
extraskeletal myxoid chondrosarcoma,DOID:4549
peritoneum cancer,DOID:1725
duodenal ulcer,DOID:1724
retinal vein occlusion,DOID:1727
eunuchism,DOID:5003
retinal vascular occlusion,DOID:1729
intellectual disability,DOID:1059
endodermal sinus tumor,DOID:1911
multiple system atrophy,DOID:4752
